stock,option type,strike price,expiration date,days to expiration,current price,dividend,annualized volatility,open interest,last option price,10 branch binomial equation,150 branch binomial equation,option valuation,Days Til ER,StrikeBLow,ExAfterEarnings,premium plus,mean diff,actual spread
AAPL,PUT,143.0,2022-03-11,12,164.85001,0.0053,0.24758842693449948,1980,0.27,0,0.001177,0.004359,58,N,N,0.0019,0.9978203703703704,-16.0
AAPL,PUT,145.0,2022-03-11,12,164.85001,0.0053,0.24758842693449948,3845,0.33,0.001813,0.003673,0.01113,58,N,N,0.0023,0.9916878787878788,-6.25
AAPL,PUT,150.0,2022-03-11,12,164.85001,0.0053,0.24758842693449948,2573,0.54,0.032924,0.039991,0.074058,58,N,N,0.0036,0.932486111111111,-11.7647
AAPL,PUT,155.0,2022-03-11,12,164.85001,0.0053,0.24758842693449948,4127,0.96,0.237224,0.257107,0.267819,58,N,N,0.0062,0.7425359375,-7.6087
AAPL,PUT,157.5,2022-03-11,12,164.85001,0.0053,0.24758842693449948,1386,1.3,0.57302,0.542499,0.440785,58,N,N,0.0083,0.5709542307692308,-6.3492
AAPL,PUT,160.0,2022-03-11,12,164.85001,0.0053,0.24758842693449948,2657,1.79,0.989796,1.033714,0.577494,58,N,N,0.0112,0.4347737430167598,-5.1724
AAPL,PUT,162.5,2022-03-11,12,164.85001,0.0053,0.24758842693449948,3771,2.46,1.875775,1.803517,0.76251,58,N,N,0.0151,0.25217642276422764,-4.1494
AAPL,PUT,165.0,2022-03-11,12,164.85001,0.0053,0.24758842693449948,11163,3.4,2.861651,2.897998,0.852352,58,N,N,0.0206,0.15299279411764705,-2.9851
AAPL,PUT,170.0,2022-03-11,12,164.85001,0.0053,0.24758842693449948,23926,6.25,6.060682,6.076238,0.972198,58,N,N,0.0368,0.029046400000000007,-6.6116
AAPL,PUT,175.0,2022-03-11,12,164.85001,0.0053,0.24758842693449948,23591,10.4,10.300512,10.313513,0.991684,58,N,N,0.0594,0.008941105769230812,-4.9261
AAPL,PUT,180.0,2022-03-11,12,164.85001,0.0053,0.24758842693449948,11189,15.2,15.14999,15.14999,0.99671,58,N,N,0.0844,0.0032901315789472738,-3.3445
AAPL,PUT,120.0,2022-03-18,19,164.85001,0.0053,0.24758842693449948,8747,0.12,0,0.0,0.0,58,N,N,0.001,1.0,-30.0
AAPL,PUT,125.0,2022-03-18,19,164.85001,0.0053,0.24758842693449948,11437,0.16,0,0.0,2e-06,58,N,N,0.0013,1.0,-21.4286
AAPL,PUT,130.0,2022-03-18,19,164.85001,0.0053,0.24758842693449948,16077,0.22,0,1.5e-05,7e-05,58,N,N,0.0017,0.9999659090909091,-9.5238
AAPL,PUT,135.0,2022-03-18,19,164.85001,0.0053,0.24758842693449948,55472,0.32,0,0.000321,0.001002,58,N,N,0.0024,0.9994984375,-13.3333
AAPL,PUT,140.0,2022-03-18,19,164.85001,0.0053,0.24758842693449948,32939,0.44,0.001925,0.003872,0.008801,58,N,N,0.0031,0.9934125,-7.1429
AAPL,PUT,145.0,2022-03-18,19,164.85001,0.0053,0.24758842693449948,27164,0.64,0.025923,0.029406,0.045948,58,N,N,0.0044,0.9567742187499999,-6.4516
AAPL,PUT,150.0,2022-03-18,19,164.85001,0.0053,0.24758842693449948,46357,1.02,0.157604,0.153624,0.154514,58,N,N,0.0068,0.8474372549019609,-3.0
AAPL,PUT,152.5,2022-03-18,19,164.85001,0.0053,0.24758842693449948,1369,1.27,0.286536,0.309713,0.243868,58,N,N,0.0083,0.7652562992125984,-4.0
AAPL,PUT,155.0,2022-03-18,19,164.85001,0.0053,0.24758842693449948,27847,1.61,0.596195,0.574758,0.370307,58,N,N,0.0104,0.6363500000000001,-5.0955
AAPL,PUT,157.5,2022-03-18,19,164.85001,0.0053,0.24758842693449948,1818,2.07,1.007301,0.989643,0.486619,58,N,N,0.0131,0.5176463768115942,-3.4483
AAPL,PUT,160.0,2022-03-18,19,164.85001,0.0053,0.24758842693449948,38923,2.64,1.630418,1.610528,0.617583,58,N,N,0.0165,0.3861844696969697,-3.0769
AAPL,PUT,162.5,2022-03-18,19,164.85001,0.0053,0.24758842693449948,7308,3.4,2.544512,2.471598,0.748386,58,N,N,0.0209,0.2623367647058823,-2.9851
AAPL,PUT,165.0,2022-03-18,19,164.85001,0.0053,0.24758842693449948,47595,4.35,3.540452,3.585854,0.824334,58,N,N,0.0264,0.18088436781609188,-2.3256
AAPL,PUT,170.0,2022-03-18,19,164.85001,0.0053,0.24758842693449948,49837,7.08,6.617476,6.631194,0.936609,58,N,N,0.0416,0.06435946327683618,-2.1429
AAPL,PUT,175.0,2022-03-18,19,164.85001,0.0053,0.24758842693449948,63131,10.85,10.622357,10.595848,0.979019,58,N,N,0.062,0.02220253456221198,-2.8037
AAPL,PUT,180.0,2022-03-18,19,164.85001,0.0053,0.24758842693449948,14709,15.4,15.202841,15.198105,0.987197,58,N,N,0.0856,0.012956298701298745,-1.9672
AAPL,PUT,185.0,2022-03-18,19,164.85001,0.0053,0.24758842693449948,3096,20.23,20.14999,20.14999,0.996045,58,N,N,0.1094,0.003955017301038134,-1.7456
AAPL,PUT,190.0,2022-03-18,19,164.85001,0.0053,0.24758842693449948,12899,25.18,25.14999,25.14999,0.998808,58,N,N,0.1325,0.001191818903892008,-1.4
AAPL,PUT,200.0,2022-03-18,19,164.85001,0.0053,0.24758842693449948,3086,35.17,35.14999,35.14999,0.999431,58,N,N,0.1759,0.000568950810349707,-1.0
AAPL,PUT,140.0,2022-03-25,26,164.85001,0.0053,0.24758842693449948,2296,0.63,0.010836,0.017648,0.028013,58,N,N,0.0045,0.9773936507936508,-4.918
AAPL,PUT,150.0,2022-03-25,26,164.85001,0.0053,0.24758842693449948,1509,1.38,0.301156,0.31464,0.228,58,N,N,0.0092,0.7768855072463768,-7.5188
AAPL,PUT,155.0,2022-03-25,26,164.85001,0.0053,0.24758842693449948,1726,2.09,0.946508,0.901571,0.452875,58,N,N,0.0135,0.5578758373205741,-5.9113
AAPL,PUT,160.0,2022-03-25,26,164.85001,0.0053,0.24758842693449948,1374,3.22,2.174414,2.104773,0.675284,58,N,N,0.0201,0.3355299689440994,-4.7619
AAPL,PUT,165.0,2022-03-25,26,164.85001,0.0053,0.24758842693449948,1075,5.0,4.091451,4.142804,0.828561,58,N,N,0.0303,0.1765745,-4.0816
AAPL,PUT,170.0,2022-03-25,26,164.85001,0.0053,0.24758842693449948,1033,7.63,7.150498,7.103172,0.937156,58,N,N,0.0449,0.06594560943643514,-3.3333
AAPL,PUT,180.0,2022-03-25,26,164.85001,0.0053,0.24758842693449948,1202,15.58,15.304189,15.313586,0.9829,58,N,N,0.0866,0.01740131578947369,-2.2727
AAPL,PUT,165.0,2022-04-01,33,164.85001,0.0053,0.24758842693449948,2295,5.6,4.563903,4.619802,0.824965,58,N,N,0.0339,0.18002633928571427,-3.6364
AAPL,PUT,160.0,2022-04-08,40,164.85001,0.0053,0.24758842693449948,10043,4.33,3.048336,2.926538,0.704004,58,N,N,0.0271,0.3100607390300231,-5.9524
AAPL,PUT,95.0,2022-04-14,46,164.85001,0.0053,0.24758842693449948,1569,0.1,0,0.0,0.0,58,Y,N,0.0011,1.0,-71.4286
AAPL,PUT,100.0,2022-04-14,46,164.85001,0.0053,0.24758842693449948,2487,0.15,0,0.0,0.0,58,Y,N,0.0015,1.0,-14.2857
AAPL,PUT,105.0,2022-04-14,46,164.85001,0.0053,0.24758842693449948,2661,0.18,0,0.0,1e-06,58,Y,N,0.0017,1.0,-25.0
AAPL,PUT,110.0,2022-04-14,46,164.85001,0.0053,0.24758842693449948,4907,0.24,0,2e-06,1e-05,58,Y,N,0.0022,0.9999958333333333,-23.8095
AAPL,PUT,115.0,2022-04-14,46,164.85001,0.0053,0.24758842693449948,2412,0.3,0,3.2e-05,0.000105,58,Y,N,0.0026,0.9999466666666668,-14.2857
AAPL,PUT,120.0,2022-04-14,46,164.85001,0.0053,0.24758842693449948,5483,0.41,0,0.000291,0.00071,58,N,N,0.0034,0.9996451219512196,-7.6923
AAPL,PUT,125.0,2022-04-14,46,164.85001,0.0053,0.24758842693449948,8469,0.53,0.000202,0.001986,0.003747,58,N,N,0.0042,0.9979358490566037,-3.8462
AAPL,PUT,130.0,2022-04-14,46,164.85001,0.0053,0.24758842693449948,6586,0.72,0.004437,0.010228,0.014206,58,N,N,0.0055,0.9898159722222223,-4.2857
AAPL,PUT,135.0,2022-04-14,46,164.85001,0.0053,0.24758842693449948,8726,0.95,0.035862,0.040513,0.042645,58,N,N,0.007,0.9598026315789473,-4.3011
AAPL,PUT,140.0,2022-04-14,46,164.85001,0.0053,0.24758842693449948,8427,1.29,0.10827,0.133781,0.103707,58,N,N,0.0092,0.9061817829457365,-6.4
AAPL,PUT,145.0,2022-04-14,46,164.85001,0.0053,0.24758842693449948,9534,1.77,0.357191,0.364453,0.205906,58,N,N,0.0122,0.7961457627118643,-5.814
AAPL,PUT,150.0,2022-04-14,46,164.85001,0.0053,0.24758842693449948,26842,2.45,0.902573,0.862311,0.368397,58,N,N,0.0163,0.6398195918367348,-4.1667
AAPL,PUT,155.0,2022-04-14,46,164.85001,0.0053,0.24758842693449948,15796,3.43,1.708434,1.766694,0.515071,58,N,N,0.0221,0.4934215743440234,-4.4776
AAPL,PUT,160.0,2022-04-14,46,164.85001,0.0053,0.24758842693449948,19511,4.75,3.366361,3.227161,0.708708,58,N,N,0.0297,0.30594505263157895,-2.1277
AAPL,PUT,165.0,2022-04-14,46,164.85001,0.0053,0.24758842693449948,11012,6.63,5.307277,5.369767,0.80992,58,N,N,0.0402,0.19479306184012063,-2.2901
AAPL,PUT,170.0,2022-04-14,46,164.85001,0.0053,0.24758842693449948,21796,9.07,8.338768,8.213367,0.919379,58,N,N,0.0534,0.08753390297684678,-2.7933
AAPL,PUT,175.0,2022-04-14,46,164.85001,0.0053,0.24758842693449948,18557,12.35,11.69334,11.71535,0.948611,58,N,N,0.0706,0.052279757085020216,-2.459
AAPL,PUT,180.0,2022-04-14,46,164.85001,0.0053,0.24758842693449948,6767,16.25,15.832848,15.782367,0.974329,58,N,N,0.0903,0.027224153846153818,-1.8634
AAPL,PUT,185.0,2022-04-14,46,164.85001,0.0053,0.24758842693449948,1937,20.73,20.278914,20.297478,0.979135,58,N,N,0.1121,0.021312301013024573,-1.7032
AAWW,PUT,75.0,2022-03-18,19,77.12,0,0.3135331206399193,2025,1.5,1.251345,1.206699,0.83423,65,N,N,0.02,0.18065200000000003,-228.5714
AB,CALL,55.0,2022-04-14,46,45.64,0.0855,0.30174570733756045,1119,0.2,0.083615,0.102697,0.513486,59,N,N,0.0036,0.53422,-66.6667
ABBV,CALL,135.0,2022-03-18,19,149.53999,0.0377,0.1883642495798836,4807,14.95,14.938101,14.940117,0.999339,60,N,N,0.1107,0.0007284949832775315,-4.0956
ABBV,CALL,140.0,2022-03-18,19,149.53999,0.0377,0.1883642495798836,10591,10.28,10.084278,10.083344,0.980961,60,N,N,0.0734,0.019084533073929915,-2.4631
ABBV,CALL,145.0,2022-03-18,19,149.53999,0.0377,0.1883642495798836,17067,6.13,5.703204,5.734708,0.935515,60,N,N,0.0423,0.06705448613376827,-4.1667
ABBV,CALL,150.0,2022-03-18,19,149.53999,0.0377,0.1883642495798836,7245,2.96,2.560604,2.550968,0.865069,60,N,N,0.0197,0.13655878378378372,-6.6434
ABBV,CALL,155.0,2022-03-18,19,149.53999,0.0377,0.1883642495798836,3264,1.07,0.856516,0.832598,0.800482,60,N,N,0.0069,0.21069439252336453,-9.8039
ABBV,CALL,160.0,2022-03-18,19,149.53999,0.0377,0.1883642495798836,1058,0.34,0.192202,0.189733,0.5653,60,N,N,0.0021,0.43833088235294115,-16.129
ABBV,CALL,145.0,2022-04-14,46,149.53999,0.0377,0.1883642495798836,1157,7.6,7.371241,7.298082,0.9699,60,N,N,0.0524,0.03491296052631572,-4.0268
ABBV,CALL,150.0,2022-04-14,46,149.53999,0.0377,0.1883642495798836,6387,4.58,4.294216,4.279507,0.937602,60,N,N,0.0305,0.06400403930131013,-3.3333
ABBV,CALL,155.0,2022-04-14,46,149.53999,0.0377,0.1883642495798836,1942,2.49,2.144119,2.227836,0.894713,60,N,N,0.0161,0.12209738955823304,-4.5267
ABBV,CALL,160.0,2022-04-14,46,149.53999,0.0377,0.1883642495798836,1639,1.19,1.038443,1.022557,0.872641,60,N,N,0.0074,0.13403361344537815,-10.6195
ABBV,PUT,115.0,2022-03-18,19,149.53999,0.0377,0.1883642495798836,1309,0.11,0,0.0,0.0,60,N,N,0.001,1.0,-240.0
ABBV,PUT,125.0,2022-03-18,19,149.53999,0.0377,0.1883642495798836,3583,0.16,0,1.2e-05,7.5e-05,60,N,N,0.0013,0.9999625,-110.0
ABBV,PUT,130.0,2022-03-18,19,149.53999,0.0377,0.1883642495798836,1723,0.22,0,0.000659,0.002994,60,N,N,0.0017,0.9985022727272727,-20.0
ABBV,PUT,135.0,2022-03-18,19,149.53999,0.0377,0.1883642495798836,5832,0.37,0.012215,0.01425,0.038512,60,N,N,0.0027,0.9642364864864865,-17.6471
ABBV,PUT,140.0,2022-03-18,19,149.53999,0.0377,0.1883642495798836,1937,0.73,0.144796,0.144142,0.19835,60,N,N,0.0052,0.8020972602739727,-13.2353
ABBV,PUT,145.0,2022-03-18,19,149.53999,0.0377,0.1883642495798836,6129,1.56,0.755775,0.787837,0.505024,60,N,N,0.0108,0.5052525641025641,-9.396
ABBV,PUT,135.0,2022-04-14,46,149.53999,0.0377,0.1883642495798836,2170,1.34,0.202455,0.204429,0.152559,60,N,N,0.0099,0.8481776119402984,-6.1538
ABBV,PUT,140.0,2022-04-14,46,149.53999,0.0377,0.1883642495798836,1045,2.22,0.725297,0.68868,0.32671,60,N,N,0.0159,0.6815367117117117,-2.7397
ABCL,CALL,13.0,2022-03-18,19,8.93,0,0.8161645585072497,1766,0.1,0.012742,0.016781,0.167812,73,N,N,0.0077,0.852385,-200.0
ABCL,CALL,9.0,2022-04-14,46,8.93,0,0.8161645585072497,22352,1.02,1.007923,1.025319,1.005215,73,N,N,0.1133,0.008527450980392249,-56.25
ABCL,CALL,10.0,2022-04-14,46,8.93,0,0.8161645585072497,5405,0.57,0.6793,0.658829,1.191754,73,N,N,0.057,0.17379736842105276,-55.5556
ABEV,CALL,3.0,2022-03-18,19,2.96,0.0364,0.338049978518548,1180,0.08,0.078259,0.076733,0.978232,na,N,na,0.0267,0.03130000000000008,-100.0
ABEV,CALL,3.0,2022-04-14,46,2.96,0.0364,0.338049978518548,7877,0.1,0.134199,0.132563,1.341994,na,N,na,0.0333,0.33380999999999994,-200.0
ABNB,CALL,190.0,2022-03-11,12,155.09,0,0.47677003509700105,1137,0.17,0.040232,0.049336,0.290212,73,N,N,0.0009,0.736564705882353,-26.6667
ABNB,CALL,150.0,2022-03-18,19,155.09,0,0.47677003509700105,1496,11.27,9.882305,9.727789,0.876868,73,N,N,0.0751,0.12998695652173908,-3.1532
ABNB,CALL,160.0,2022-03-18,19,155.09,0,0.47677003509700105,1320,6.13,4.983402,4.831744,0.812953,73,N,N,0.0383,0.19941712887438828,-2.4793
ABNB,CALL,165.0,2022-03-18,19,155.09,0,0.47677003509700105,1064,4.2,3.158223,3.217775,0.766137,73,N,N,0.0255,0.24095261904761908,-4.878
ABNB,CALL,170.0,2022-03-18,19,155.09,0,0.47677003509700105,1653,2.74,2.109132,2.052151,0.769756,73,N,N,0.0161,0.240641788321168,-4.4776
ABNB,CALL,175.0,2022-03-18,19,155.09,0,0.47677003509700105,1859,1.72,1.288028,1.265318,0.748853,73,N,N,0.0098,0.2577482558139535,-6.6265
ABNB,CALL,180.0,2022-03-18,19,155.09,0,0.47677003509700105,2076,1.04,0.696081,0.753813,0.72482,73,N,N,0.0058,0.302935576923077,-9.0909
ABNB,CALL,185.0,2022-03-18,19,155.09,0,0.47677003509700105,2754,0.62,0.438639,0.427785,0.707482,73,N,N,0.0034,0.30127096774193546,-13.7931
ABNB,CALL,190.0,2022-03-18,19,155.09,0,0.47677003509700105,1430,0.36,0.181197,0.239623,0.66562,73,N,N,0.0019,0.4155277777777778,-25.0
ABNB,CALL,195.0,2022-03-18,19,155.09,0,0.47677003509700105,1085,0.21,0.104754,0.126944,0.604493,73,N,N,0.0011,0.4483380952380952,-10.0
ABNB,CALL,200.0,2022-03-18,19,155.09,0,0.47677003509700105,2291,0.14,0.054966,0.066552,0.475374,73,N,N,0.0007,0.5660071428571428,-7.6923
ABNB,CALL,160.0,2022-04-14,46,155.09,0,0.47677003509700105,2234,9.95,8.954927,8.791316,0.899993,73,N,N,0.0622,0.10822899497487432,-3.0612
ABNB,CALL,175.0,2022-04-14,46,155.09,0,0.47677003509700105,1242,4.7,4.063398,4.158727,0.884836,73,N,N,0.0269,0.1253058510638298,-6.5934
ABNB,CALL,180.0,2022-04-14,46,155.09,0,0.47677003509700105,1237,3.5,3.265032,3.161494,0.932866,73,N,N,0.0194,0.08192485714285715,-5.8824
ABNB,CALL,185.0,2022-04-14,46,155.09,0,0.47677003509700105,1379,2.6,2.466665,2.375929,0.948717,73,N,N,0.0141,0.0687319230769231,-5.9524
ABNB,CALL,190.0,2022-04-14,46,155.09,0,0.47677003509700105,3062,1.91,1.668299,1.76577,0.924487,73,N,N,0.0101,0.10102905759162299,-8.7432
ABNB,CALL,200.0,2022-04-14,46,155.09,0,0.47677003509700105,2171,1.0,0.938989,0.943398,0.943398,73,N,N,0.005,0.05880650000000004,-11.7021
ABNB,CALL,210.0,2022-04-14,46,155.09,0,0.47677003509700105,4392,0.57,0.442456,0.48314,0.847614,73,N,N,0.0027,0.18807368421052623,-16.9811
ABNB,CALL,220.0,2022-04-14,46,155.09,0,0.47677003509700105,1231,0.33,0.193864,0.24522,0.74309,73,N,N,0.0015,0.33472121212121214,-53.8462
ABNB,CALL,230.0,2022-04-14,46,155.09,0,0.47677003509700105,1067,0.21,0.098668,0.118467,0.564131,73,N,N,0.0009,0.4830119047619047,-73.3333
ABNB,PUT,130.0,2022-03-11,12,155.09,0,0.47677003509700105,2116,0.74,0.068029,0.087707,0.118523,73,N,N,0.0057,0.8947729729729729,-14.4928
ABNB,PUT,140.0,2022-03-11,12,155.09,0,0.47677003509700105,1750,1.95,0.685286,0.707692,0.362919,73,N,N,0.0139,0.6428261538461539,-7.4468
ABNB,PUT,150.0,2022-03-11,12,155.09,0,0.47677003509700105,2397,4.7,3.125382,3.017567,0.664975,73,N,N,0.0313,0.34649478723404253,-6.5934
ABNB,PUT,160.0,2022-03-11,12,155.09,0,0.47677003509700105,2070,9.5,8.203887,8.079366,0.863567,73,N,N,0.0594,0.1429866842105263,-4.3011
ABNB,PUT,100.0,2022-03-18,19,155.09,0,0.47677003509700105,1082,0.14,0,6.3e-05,0.000453,73,Y,N,0.0014,0.9997749999999999,-100.0
ABNB,PUT,120.0,2022-03-18,19,155.09,0,0.47677003509700105,1245,0.65,0.033964,0.041764,0.064252,73,Y,N,0.0054,0.9417476923076923,-9.6774
ABNB,PUT,130.0,2022-03-18,19,155.09,0,0.47677003509700105,1217,1.42,0.326987,0.316381,0.230273,73,N,N,0.0109,0.773461971830986,-7.2993
ABNB,PUT,135.0,2022-03-18,19,155.09,0,0.47677003509700105,2201,2.09,0.616564,0.7133,0.341292,73,N,N,0.0155,0.6818507177033494,-7.4627
ABNB,PUT,140.0,2022-03-18,19,155.09,0,0.47677003509700105,2306,3.08,1.495318,1.423061,0.485493,73,N,N,0.022,0.5262371753246754,-5.0
ABNB,PUT,145.0,2022-03-18,19,155.09,0,0.47677003509700105,1230,4.4,2.44991,2.562039,0.582281,73,N,N,0.0303,0.43046034090909097,-4.6512
ABNB,PUT,150.0,2022-03-18,19,155.09,0,0.47677003509700105,1195,6.13,4.384675,4.225628,0.715281,73,N,N,0.0409,0.29769143556280586,-4.1667
ABNB,PUT,157.5,2022-03-18,19,155.09,0,0.47677003509700105,1741,9.57,7.912576,7.828931,0.82681,73,N,N,0.0608,0.1775597178683386,-3.7234
ABNB,PUT,160.0,2022-03-18,19,155.09,0,0.47677003509700105,2066,10.93,9.493742,9.329151,0.868595,73,N,N,0.0683,0.13893444647758466,-3.2558
ABNB,PUT,165.0,2022-03-18,19,155.09,0,0.47677003509700105,2317,14.05,12.671356,12.725269,0.905713,73,N,N,0.0852,0.09620551601423491,-2.8881
ABNB,PUT,170.0,2022-03-18,19,155.09,0,0.47677003509700105,2146,17.58,16.660319,16.57917,0.947686,73,N,N,0.1034,0.054622042093287665,-2.5937
ABNB,PUT,172.5,2022-03-18,19,155.09,0,0.47677003509700105,2754,19.45,18.749919,18.650904,0.964006,73,N,N,0.1128,0.03853925449871464,-2.0779
ABNB,PUT,175.0,2022-03-18,19,155.09,0,0.47677003509700105,4048,21.53,20.845326,20.819467,0.968199,73,N,N,0.123,0.03240146307477944,-2.5882
ABNB,PUT,115.0,2022-04-14,46,155.09,0,0.47677003509700105,2385,1.49,0.298556,0.313523,0.210418,73,Y,N,0.013,0.7946043624161073,-6.25
ABNB,PUT,120.0,2022-04-14,46,155.09,0,0.47677003509700105,1562,2.02,0.59514,0.592277,0.294624,73,Y,N,0.0168,0.706084900990099,-6.1224
ABNB,PUT,125.0,2022-04-14,46,155.09,0,0.47677003509700105,1584,2.71,0.895187,1.03617,0.382351,73,Y,N,0.0217,0.6436610701107011,-5.303
ABNB,PUT,130.0,2022-04-14,46,155.09,0,0.47677003509700105,1607,3.63,1.788616,1.706716,0.492732,73,N,N,0.0279,0.5185493112947659,-7.1429
ABNB,PUT,140.0,2022-04-14,46,155.09,0,0.47677003509700105,1086,6.15,3.783005,3.913021,0.636264,73,N,N,0.0439,0.37430682926829273,-3.3058
ABNB,PUT,145.0,2022-04-14,46,155.09,0,0.47677003509700105,1344,7.83,5.741408,5.540794,0.733258,73,N,N,0.054,0.2795528735632184,-4.5752
ABNB,PUT,150.0,2022-04-14,46,155.09,0,0.47677003509700105,1890,9.73,7.701516,7.536613,0.791523,73,N,N,0.0649,0.21695123329907506,-4.7368
ABNB,PUT,155.0,2022-04-14,46,155.09,0,0.47677003509700105,1603,12.08,9.730274,9.914105,0.820704,73,N,N,0.0779,0.18690484271523183,-2.9412
ABNB,PUT,160.0,2022-04-14,46,155.09,0,0.47677003509700105,2036,14.68,12.903471,12.704738,0.878983,73,N,N,0.0917,0.12778579700272477,-3.1142
ABNB,PUT,165.0,2022-04-14,46,155.09,0,0.47677003509700105,1695,17.6,16.090514,15.85427,0.914234,73,N,N,0.1067,0.09247772727272739,-2.2989
ABNB,PUT,170.0,2022-04-14,46,155.09,0,0.47677003509700105,1485,20.85,19.309639,19.332594,0.927223,73,N,N,0.1226,0.07332774580335735,-2.4272
ABR,CALL,17.5,2022-03-18,19,17.88,0.080699995,0.2596142456488425,2184,0.45,0.67656,0.667364,1.503466,67,N,N,0.0257,0.49324888888888885,-25.0
ABR,CALL,17.5,2022-04-14,46,17.88,0.080699995,0.2596142456488425,1009,0.63,0.932305,0.929482,1.479849,67,N,N,0.036,0.47760873015873023,-27.2727
ABR,PUT,17.5,2022-03-18,19,17.88,0.080699995,0.2596142456488425,1206,0.38,0.248629,0.239183,0.654288,67,N,N,0.0217,0.3581421052631579,-14.2857
ABR,PUT,15.0,2022-04-14,46,17.88,0.080699995,0.2596142456488425,4662,0.13,0.012671,0.013297,0.102286,67,N,N,0.0087,0.9001230769230769,-50.0
ABR,PUT,17.5,2022-04-14,46,17.88,0.080699995,0.2596142456488425,2472,0.63,0.43712,0.434882,0.693841,67,N,N,0.036,0.3079349206349206,-27.2727
ABT,CALL,125.0,2022-03-18,19,122.41,0.0154,0.2194108895575219,1940,1.79,1.549218,1.512166,0.865485,50,N,N,0.0143,0.1448648044692738,-6.9364
ABT,CALL,130.0,2022-03-18,19,122.41,0.0154,0.2194108895575219,2189,0.47,0.366053,0.396775,0.844201,50,N,N,0.0036,0.18848085106382972,-13.6364
ABT,CALL,135.0,2022-03-18,19,122.41,0.0154,0.2194108895575219,2475,0.11,0.051439,0.069968,0.636072,50,N,N,0.0008,0.44815,-533.3333
ABT,CALL,125.0,2022-04-14,46,122.41,0.0154,0.2194108895575219,1011,3.25,3.116749,3.029582,0.959,50,N,N,0.026,0.054410615384615384,-6.3492
ABT,CALL,130.0,2022-04-14,46,122.41,0.0154,0.2194108895575219,1093,1.54,1.451372,1.436151,0.942449,50,N,N,0.0118,0.06249253246753247,-5.3333
ABT,PUT,100.0,2022-03-18,19,122.41,0.0154,0.2194108895575219,5500,0.16,0,2.2e-05,0.000139,50,Y,N,0.0016,0.9999312499999999,-90.9091
ABT,PUT,110.0,2022-03-18,19,122.41,0.0154,0.2194108895575219,1723,0.52,0.024,0.028348,0.054516,50,N,N,0.0047,0.9496653846153845,-26.087
ABT,PUT,115.0,2022-03-18,19,122.41,0.0154,0.2194108895575219,1390,1.04,0.247073,0.270071,0.259683,50,N,N,0.009,0.7513730769230769,-16.6667
ABT,PUT,120.0,2022-03-18,19,122.41,0.0154,0.2194108895575219,1936,2.12,1.351614,1.300029,0.637554,50,N,N,0.0177,0.37461249999999996,-13.0653
ABT,PUT,125.0,2022-03-18,19,122.41,0.0154,0.2194108895575219,1159,4.33,3.830061,3.793552,0.884541,50,N,N,0.0346,0.11967517321016166,-5.9524
ABT,PUT,115.0,2022-04-14,46,122.41,0.0154,0.2194108895575219,1282,2.22,0.958382,0.955423,0.431704,50,N,N,0.0193,0.5689628378378379,-6.0465
ACAD,CALL,30.0,2022-03-18,19,25.64,0,1.038326387253118,1062,0.5,0.970177,1.011512,2.023023,1,N,Y,0.0167,0.9816889999999999,-50.0
ACI,CALL,32.0,2022-03-18,19,29.72,0.0164,0.4423976269956123,1752,0.38,0.436751,0.442117,1.163467,na,N,na,0.0119,0.15640526315789471,-50.0
ACI,CALL,30.0,2022-04-14,46,29.72,0.0164,0.4423976269956123,1017,1.68,1.81767,1.829331,1.088888,na,N,na,0.056,0.08541696428571431,-9.375
ACI,PUT,26.0,2022-04-14,46,29.72,0.0164,0.4423976269956123,1301,0.53,0.45534,0.441659,0.859133,na,N,na,0.0204,0.1537745283018868,-33.3333
ACI,PUT,30.0,2022-04-14,46,29.72,0.0164,0.4423976269956123,1254,1.9,1.916407,1.918643,1.009812,na,N,na,0.0633,0.009223684210526382,-17.1429
ACM,CALL,77.5,2022-03-18,19,74.35,0.0078,0.2583952969466005,1347,0.88,0.673128,0.689558,0.783588,na,N,na,0.0114,0.22574659090909094,-18.75
ACM,CALL,80.0,2022-03-18,19,74.35,0.0078,0.2583952969466005,6376,0.33,0.227663,0.258321,0.782792,na,N,na,0.0041,0.26366060606060604,-60.0
ACM,PUT,70.0,2022-03-18,19,74.35,0.0078,0.2583952969466005,1090,0.85,0.327736,0.310161,0.385572,na,N,na,0.0121,0.6247664705882353,-26.6667
ADBE,CALL,500.0,2022-03-18,19,465.54001,0,0.3317989091963813,1487,5.03,3.791036,3.626192,0.753685,22,N,N,0.0101,0.2627009940357853,-23.3333
ADBE,CALL,525.0,2022-03-18,19,465.54001,0,0.3317989091963813,3865,1.82,0.987994,0.974148,0.542854,22,N,N,0.0035,0.46095,-48.6301
ADBE,CALL,600.0,2022-03-18,19,465.54001,0,0.3317989091963813,1149,0.23,0,0.004511,0.019614,22,N,N,0.0004,0.9901934782608696,-25.0
ADBE,CALL,440.0,2022-04-14,46,465.54001,0,0.3317989091963813,1917,43.3,38.698083,38.454365,0.89372,22,N,Y,0.0984,0.10909413394919164,-3.5253
ADBE,CALL,480.0,2022-04-14,46,465.54001,0,0.3317989091963813,1371,20.9,17.482827,17.029951,0.836499,22,N,Y,0.0435,0.17433545454545446,-34.8315
